Legal Name,DBA Name,Street,City,State,Zip,Country,Phone No,Fax No,User Count,DealerTrack Id,Lender Dealer Id,Lender Rep Name,Lender Rep Id,Enrollment Date,Agreement Received,Enrollment Phase,Enrollment Update Date,Modified Date,Status,Dept,Alternate Street,Independent,PaymentTrack Id,Equifax Signup Date,Transunion Signup Date,Experian Reseller Signup Date,Experian Direct Signup Date,Cost Center,Loan App Id,Lease App Id,Loan Svc Id,Lease Svc Id,Prime Id,Subprime Id,Subvented Id,Match Change Date,Previous Match Dealerid,Grace Period Status,Agreement Required By Date,Agreement Version,Agreement Signatory,Overall Use 30 Days,Equifax Status,Experian Status,Transunion Status,PaymentTrack Status,eContract Status,Dealer File Override,Override Expiration,Vehicle Type,Created Date,Activated Date,Equifax Use 30 Days,Experian Use 30 Days,Transunion Use 30 Days,DMS Use 30 Day,DMS Status,BookOut Kelley Status,BookOut Kelley 30 Day Activity,BookOut NADA Status,BookOut NADA 30 Day Activity,BookOut Black Status,BookOut Black 30 Day Activity,SalesDesk Status,SalesDesk 30 Day Activity,BookOut Pro Status,BookOut Pro 30 Day Activity,EFTFAX,eMenu Status,eMenu Version,eMenu 30 Day Activity,Independent Preference,Independent Status,Independent 30 Day Activity,Notes,uniFI Indicator
"Brandon Volkswagen","Brandon Volkswagen - Darwin","9816 E Adamo Dr","Tampa","FL","33619","USA","8136304000","","12","254910","6840","","","05/14/08 06:22:19","05/14/08 14:38:07","Access Agreement Received","05/14/08","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/21/20 04:48:50","829031","*","*","*","*","*","*","*","*","*","*","","","Auto","05/13/08 03:26:42","05/13/08 03:26:42","*","*","*","*","","","*","I","*","I","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Vaden Chevrolet Pooler","Vaden Chevrolet Pooler - Darwin","300 Outlet Parkway","Pooler","GA","31322","USA","9124507399","","35","257502","6079","","","11/06/02 16:53:31","06/06/03 09:09:02","Access Agreement Received","02/08/12","03/26/20 03:43:51","A","","","","*","*","*","*","*","*","","","","","","","","03/26/20 04:42:07","585703","*","*","*","*","*","*","*","*","*","*","","","Auto","10/24/02 00:00:00","10/24/02 00:00:00","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Matthews Chevrolet","Matthews Chevrolet - Darwin","3733 Vestal Road","Vestal","NY","13850","USA","6075845354","","12","259030","4270","","","06/17/08 17:00:00","07/18/08 16:13:33","Access Agreement Received","08/26/10","05/05/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 04:48:19","641623","*","*","*","*","*","*","*","*","*","*","","","Auto","05/31/08 03:33:30","05/31/08 03:33:30","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"495 Chrysler Dodge Jeep Ram","495 Chrysler Dodge Jeep Ram - Darwin","732 Rogers Street","Lowell","MA","01852","USA","9784541400","","9","262381","5349","","","06/10/08 11:01:42","06/10/08 11:05:33","Access Agreement Received","06/10/08","07/22/20 03:44:33","A","","","","*","*","*","*","*","*","","","","","","","","07/22/20 04:44:34","562886","*","*","*","*","*","*","*","*","*","*","","","Auto","06/07/08 03:28:57","06/07/08 03:28:57","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Hoffman Porsche Of East Hartford","Hoffman Porsche Of East Hartford - Darwin","630 Connecticut Blvd","East Hartford","CT","06108","USA","8602897721","","67","268138","6834","","","08/11/16 01:50:40","08/11/16 08:28:42","Access Agreement Received","08/11/16","06/17/20 03:52:14","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","N","","Auto","07/03/08 03:24:30","07/03/08 03:24:30","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Doug Smith Cdjr American Fork","Doug Smith Cdjr American Fork - Darwin","523 W. Main Street","American Fork","UT","84003","USA","8018471041","","7","272339","6710","","","06/03/13 16:54:56","06/14/13 08:46:18","Access Agreement Received","06/14/13","05/12/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","05/12/20 04:48:14","823037","*","*","*","*","*","*","*","*","*","*","","","Auto","07/23/08 03:27:09","04/08/09 03:26:41","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","","Yes"
"Jack Daniels Kia","Jack Daniels Kia - Darwin","28-09 Broadway","Fair Lawn","NJ","07410","USA","2012541500","","7","305068","2202","","","01/15/09 12:47:33","01/19/09 10:05:41","Access Agreement Received","01/19/09","05/12/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","05/12/20 04:48:14","822903","*","*","*","*","*","*","*","*","*","*","","","Auto","12/10/08 03:22:56","12/10/08 03:22:56","*","*","*","*","A","","*","A","*","I","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Herb Chambers Infiniti Of Westborough","Herb Chambers Infiniti Of Westborough - Darwin","312 Turnpike Rd","Westborough","MA","01581","USA","8559214025","","13","308068","1741","","","03/26/09 02:17:54","04/10/09 15:52:40","Access Agreement Received","04/10/09","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/21/20 04:48:50","828781","*","*","*","*","*","*","*","*","*","*","","","Auto","01/08/09 03:23:34","01/08/09 03:23:34","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Vaden Of Beaufort","Vaden Of Beaufort - Darwin","103 Robert Small Pkwy","Beaufort","SC","29906","USA","8435254130","","30","308075","6080","","","02/10/09 14:53:41","02/10/09 14:54:39","Access Agreement Received","02/10/09","03/26/20 03:43:51","A","","","","*","*","*","*","*","*","","","","","","","","03/26/20 04:42:07","585705","*","*","*","*","*","*","*","*","*","*","","","Auto","01/08/09 03:23:35","01/08/09 03:23:35","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Franklin Sussex Hyundai","Franklin Sussex Hyundai - Darwin","499 Nj 23","Sussex","NJ","07461","USA","8885411327","","15","334783","6758","","","06/03/09 02:54:25","06/03/09 16:03:08","Access Agreement Received","04/24/17","05/24/20 03:50:06","A","","","","*","*","*","*","*","*","","","","","","","","05/26/20 16:41:39","826715","*","*","*","*","*","*","*","*","*","*","","","Auto","06/03/09 03:21:32","06/03/09 03:21:32","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Volkswagen Alhambra","Volkswagen Alhambra - Darwin","1811 W. Main Street","Alhambra","CA","91801","USA","6264070500","","8","335327","5849","","","07/22/10 16:40:46","07/23/10 15:42:54","Access Agreement Received","05/23/11","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","11/07/19 12:11:30","793855","*","*","*","*","*","*","*","*","*","*","","","Auto","06/06/09 03:21:53","06/06/09 03:21:53","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"International Kia Of Orland","International Kia Of Orland - Darwin","8821 W 159th St","Orland Hills","IL","60487","USA","7084680000","","20","335916","6632","","","06/12/09 12:26:31","06/12/09 12:29:16","Access Agreement Received","06/12/09","05/05/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 04:48:19","681866","*","*","*","*","*","*","*","*","*","*","","","Auto","06/11/09 03:27:55","06/11/09 03:27:55","*","*","*","*","A","","*","A","*","A","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Wright Hyundai","Wright Hyundai - Darwin","10677 Perry Hwy","Wexford","PA","15090","USA","7249354646","","16","339058","6243","","","07/20/09 11:20:29","07/20/09 13:38:13","Access Agreement Received","07/20/09","04/10/20 03:49:27","A","","","","*","*","*","*","*","*","","","","","","","","04/10/20 04:46:50","624761","*","*","*","*","*","*","*","*","*","*","","","Auto","07/10/09 03:21:52","07/10/09 03:21:52","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Mike Kelly Cadillac Of Butler","Mike Kelly Cadillac Of Butler - Darwin","252 Pittsburgh Rd","Butler","PA","16002","USA","7242872701","","15","339406","6686","","","03/05/03 15:52:40","03/06/03 07:56:09","Access Agreement Received","03/06/03","05/05/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","06/08/20 09:03:01","131447","*","*","*","*","*","*","*","*","*","*","","","Auto","02/28/03 00:00:00","02/28/03 00:00:00","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Turnersville Kia","Turnersville Kia - Darwin","2900 Route 42","Sicklerville","NJ","08081","USA","8556270916","","9","344694","6656","","","08/17/09 10:30:23","08/17/09 11:02:01","Access Agreement Received","01/25/16","04/28/20 03:52:10","A","","","","*","*","*","*","*","*","","","","","","","","04/28/20 04:50:12","636645","*","*","*","*","*","*","*","*","*","*","","","Auto","08/15/09 03:27:30","08/15/09 03:27:30","*","*","*","*","","C","*","A","*","C","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Anderson Rock River Ford Kia","Anderson Rock River Ford Kia - Darwin","224 N. Alpine Road","Rocford","IL","61107","USA","8152290510","","13","345214","6681","","","03/18/03 12:30:53","03/18/03 12:46:12","Access Agreement Received","03/18/03","05/12/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","05/12/20 04:48:14","823030","*","*","*","*","*","*","*","*","*","*","","","Auto","03/11/03 00:00:00","03/11/03 00:00:00","*","*","*","*","A","","*","C","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Hyundai On Perryville","Hyundai On Perryville - Darwin","343 N. Perryville Road","Perryville","IL","61107","USA","8152290089","","8","345215","6679","","","03/18/03 13:18:04","03/18/03 13:21:21","Access Agreement Received","03/18/03","04/30/20 03:53:20","A","","","","*","*","*","*","*","*","","","","","","","","04/30/20 04:53:38","638439","*","*","*","*","*","*","*","*","*","*","","","Auto","03/11/03 00:00:00","03/11/03 00:00:00","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Hyundai Of Kennesaw","Hyundai Of Kennesaw - Darwin","2878 Barrett Lakes Blvd","Kennesaw","GA","30144","USA","6786313575","","75","354251","5002","","","11/20/09 14:26:24","11/20/09 14:30:48","Access Agreement Received","11/20/09","06/19/20 03:43:12","A","","","","*","*","*","*","*","*","","","","","","","","06/19/20 04:41:03","442826","*","*","*","*","*","*","*","*","*","*","","","Auto","10/02/09 03:21:21","10/02/09 03:21:21","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"First Team Toyota","First Team Toyota - Darwin","3400 Western Branch Blvd","Chesapeake","VA","23321","USA","7576004479","","11","364567","1549","","","04/09/03 16:08:36","04/09/03 16:18:59","Access Agreement Received","04/09/03","04/19/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","04/19/20 04:47:59","631647","*","*","*","*","*","*","*","*","*","*","","","Auto","04/02/03 00:00:00","04/02/03 00:00:00","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Holman Honda Of Fort Lauderdale","Holman Honda Of Fort Lauderdale - Darwin","12 East Sunrise Blvd","Fort Lauderdale","FL","33304","USA","9546076648","","26","368433","3414","","","04/15/03 04:35:32","04/15/03 17:08:55","Access Agreement Received","09/16/15","05/12/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","05/12/20 04:48:14","822961","*","*","*","*","*","*","*","*","*","*","","","Auto","04/11/03 00:00:00","04/11/03 00:00:00","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Herb Chambers Kia Of Burlington","Herb Chambers Kia Of Burlington - Darwin","93 Cambridge St Rt 3a","Burlington","MA","01803","USA","8337800359","","9","374464","1719","","","02/05/10 02:12:31","02/05/10 11:06:20","Access Agreement Received","02/05/10","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/21/20 04:48:50","828780","*","*","*","*","*","*","*","*","*","*","","","Auto","01/30/10 03:23:16","01/30/10 03:23:16","*","*","*","*","","","*","A","*","A","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Atlanta West Kia","Atlanta West Kia - Darwin","1301 Thornton Rd","Lithia Springs","GA","30122","USA","6787155399","","53","376225","4052","","","02/11/10 17:36:08","02/13/10 15:39:39","Access Agreement Received","03/09/13","05/07/20 03:44:16","A","","","","*","*","*","*","*","*","","","","","","","","05/07/20 04:42:39","792915","*","*","*","*","*","*","*","*","*","*","","","Auto","02/10/10 14:41:15","02/10/10 14:41:15","*","*","*","*","","","*","A","*","A","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Porsche Of Towson","Porsche Of Towson - Darwin","700 Kenilworth Drive","Towson","MD","21204","USA","4439147141","","16","379494","4816","","","03/03/10 15:47:18","03/03/10 15:51:30","Access Agreement Received","03/03/10","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/21/20 04:48:50","828968","*","*","*","*","*","*","*","*","*","*","","","Auto","02/27/10 03:25:28","02/27/10 03:25:28","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Mini Of Baltimore County","Mini Of Baltimore County - Darwin","720 Kenilworth Drive","Towson","MD","21204","USA","8337918968","","18","379495","4813","","","03/03/10 15:50:13","03/03/10 15:51:30","Access Agreement Received","03/03/10","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/21/20 04:48:50","828967","*","*","*","*","*","*","*","*","*","*","","","Auto","02/27/10 03:25:28","02/27/10 03:25:28","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Generation Kia","Generation Kia - Darwin","4825 Sunrise Hwy","Bohemia","NY","11716","USA","6315695700","","11","391068","4233","","","04/12/10 11:31:41","04/12/10 12:02:20","Access Agreement Received","04/12/10","04/10/20 03:49:27","A","","","","*","*","*","*","*","*","","","","","","","","04/10/20 04:46:50","624728","*","*","*","*","*","*","*","*","*","*","","","Auto","04/11/10 03:23:04","04/11/10 03:23:04","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Doug Smith Subaru","Doug Smith Subaru - Darwin","501 W. Main Street","American Fork","UT","84003","USA","8019801438","","75","392417","6712","","","05/30/03 17:54:03","05/30/03 17:58:48","Access Agreement Received","05/30/03","05/07/20 03:44:16","A","","","","*","*","*","*","*","*","","","","","","","","05/11/20 15:34:42","822752","*","*","*","*","*","*","*","*","*","*","","","Auto","05/17/03 00:00:00","05/17/03 00:00:00","*","*","*","*","","I","*","","*","I","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Audi Birmingham","Audi Birmingham - Darwin","3001 Tom Williams Way","Irondale","AL","35210","USA","8888100776","","39","396249","1850","","","06/20/03 10:42:08","06/20/03 10:46:44","Access Agreement Received","06/20/03","05/30/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/21/20 04:48:50","828809","*","*","*","*","*","*","*","*","*","*","","","Auto","06/01/03 00:00:00","06/01/03 00:00:00","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Audi Clearwater","Audi Clearwater - Darwin","18940 Us Hwy 19","Clearwater","FL","33764","USA","7273241800","","22","400797","6406","","","01/24/06 14:29:28","01/24/06 14:42:11","Access Agreement Received","01/24/06","03/23/20 03:49:33","A","","","","*","*","*","*","*","*","","","","","","","","02/25/20 08:21:47","484018","*","*","*","*","*","*","*","*","*","*","E","","Auto","01/03/06 00:00:00","01/03/06 00:00:00","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Bmw Of Reading","Bmw Of Reading - Darwin","1015 Lancaster Avenue","Reading","PA","19607","USA","6107771500","","28","401589","5514","","","05/07/10 17:10:14","05/07/10 17:16:23","Access Agreement Received","05/07/10","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","08/15/19 04:37:47","771893","*","*","*","*","*","*","*","*","*","*","","","Auto","05/07/10 03:24:59","05/07/10 03:24:59","*","*","*","*","I","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Jack Daniels Audi Of Upper Saddle River","Jack Daniels Audi Of Upper Saddle River - Darwin","243 Route 17 South","Upper Saddle River","NJ","07458","USA","2012521500","","9","403666","2200","","","10/20/05 09:11:03","10/20/05 09:52:08","Access Agreement Received","10/31/07","05/12/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","05/14/20 13:02:39","822898","*","*","*","*","*","*","*","*","*","*","","","Auto","09/02/05 03:36:09","08/29/05 00:00:00","*","*","*","*","I","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Douglass Nissan","Douglass Nissan - Darwin","1001 Earl Rudder Fwy","College Station","TX","77845","USA","9797647726","","13","408861","6605","","","06/03/10 14:36:35","06/03/10 14:39:01","Access Agreement Received","06/03/10","04/15/20 03:49:36","A","","","","*","*","*","*","*","*","","","","","","","","04/15/20 04:47:09","627886","*","*","*","*","*","*","*","*","*","*","","","Auto","05/19/10 16:11:57","05/19/10 16:11:57","*","*","*","*","A","","*","A","*","I","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Eastchester Cjdr","Eastchester Cjdr - Darwin","4007 Boston Rd","Bronx","NY","10466","USA","8669800707","","25","411843","6717","","","05/25/10 10:49:06","05/25/10 12:15:50","Access Agreement Received","05/25/10","06/25/20 03:50:58","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 08:39:34","684626","*","*","*","*","*","*","*","*","*","*","","","Auto","05/21/10 03:23:05","05/21/10 03:23:05","*","*","*","*","","","*","A","*","I","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Infiniti Of Boerne","Infiniti Of Boerne - Darwin","32275 Interstate 10 West","Boerne","TX","78006","USA","2104771793","","39","412583","6665","","","06/22/10 13:53:01","06/22/10 13:53:30","Access Agreement Received","06/22/10","04/28/20 03:52:10","A","","","","*","*","*","*","*","*","","","","","","","","04/28/20 04:50:12","636648","*","*","*","*","*","*","*","*","*","*","","","Auto","05/26/10 03:24:59","05/26/10 03:24:59","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Hertz Car Sales Marietta","Hertz Car Sales Marietta - Darwin","1551 Cobb Pkwy S","Marietta","GA","30060","USA","7702852875","","96","435949","104","","","05/13/02 22:20:11","10/20/04 15:31:48","Access Agreement Received","02/17/16","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","","","Auto","05/13/02 22:14:53","05/13/02 22:14:53","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Porsche Beaverton","Porsche Beaverton - Darwin","13875 Sw Tualatin Valley Highway","Beaverton","OR","97005","USA","5037186060","","0","440600","6009","","","","","Not Contacted","","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","06/11/20 14:55:18","447510","*","*","*","*","*","*","*","*","*","*","","","Auto","06/11/20 14:55:18","06/12/20 03:45:21","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Audi Beaverton","Audi Beaverton - Darwin","13745 Sw Tualatin Valley Hwy","Beaverton","OR","97005","USA","5037186100","","14","447510","5903","","","09/21/04 01:25:39","09/21/04 13:32:03","Access Agreement Received","04/07/09","03/26/20 03:43:51","A","","","","*","*","*","*","*","*","","","","","","","","06/11/20 14:56:01","678994","*","*","*","*","*","*","*","*","*","*","","","Auto","08/06/03 00:00:00","08/06/03 00:00:00","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Hertz Car Sales Orlando","Hertz Car Sales Orlando - Darwin","6060 S Semoran Blvd","Orlando","FL","32822","USA","4073153655","4073159440","99","459963","106","","","12/27/11 09:53:11","02/18/16 10:28:04","Access Agreement Received","02/18/16","05/16/20 03:49:26","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","","","Auto","09/30/10 03:23:22","09/30/10 03:23:22","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Cardinale Vw Salinas","Cardinale Vw Salinas - Darwin","500 Auto Center Circle","Salinas","CA","93907","USA","8883146063","","26","461658","6651","","","10/18/10 16:34:41","10/18/10 22:49:51","Access Agreement Received","10/18/10","05/07/20 03:44:16","A","","","","*","*","*","*","*","*","","","","","","","","05/11/20 15:31:47","793422","*","*","*","*","*","*","*","*","*","*","","","Auto","10/07/10 03:23:13","10/07/10 03:23:13","*","*","*","*","","I","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Boardwalk Nissan","Boardwalk Nissan - Darwin","1 Bair Island Road","Redwood City","CA","94063","USA","6503091308","","19","461715","1542","","","01/10/11 15:59:57","01/10/11 16:02:39","Access Agreement Received","01/10/11","07/17/20 03:43:36","A","","","","*","*","*","*","*","*","","","","","","","","07/17/20 04:41:58","536682","*","*","*","*","*","*","*","*","*","*","","","Auto","10/08/10 03:23:09","10/08/10 03:23:09","*","*","*","*","I","I","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Holman Motor Cars St. Louis","Holman Motor Cars St. Louis - Darwin","1 Arnage Blvd","Chesterfield","MO","63005","USA","6364893788","","10","471979","6633","","","02/13/20 00:26:45","02/28/20 13:10:04","Access Agreement Received","02/28/20","05/05/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/11/20 15:30:23","682231","*","*","*","*","*","*","*","*","*","*","","","Auto","02/12/20 14:06:18","02/12/20 14:06:18","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Matthews Ford","Matthews Ford - Darwin","175 East Main Street","Norwich","NY","13815","USA","6075845354","","10","485607","4269","","","08/22/12 15:55:29","08/22/12 16:28:51","Access Agreement Received","08/22/12","05/05/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 04:48:19","641614","*","*","*","*","*","*","*","*","*","*","","","Auto","08/17/12 03:10:29","08/17/12 03:10:29","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","","Yes"
"Kelly Vw","Kelly Vw - Darwin","72 Andover Street","Danvers","MA","01923","USA","9782082830","","7","488293","3166","","","12/14/10 02:42:20","12/14/10 16:24:18","Access Agreement Received","09/22/11","05/07/20 03:44:16","A","","","","*","*","*","*","*","*","","","","","","","","05/07/20 04:42:39","792234","*","*","*","*","*","*","*","*","*","*","","","Auto","12/05/10 03:23:44","12/05/10 03:23:44","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Audi Norwell","Audi Norwell - Darwin","59 Pond Street","Norwell","MA","02061","USA","8558054846","","10","491928","4780","","","12/29/10 12:38:55","12/30/10 16:18:57","Access Agreement Received","06/15/11","07/10/20 03:43:44","A","","","","*","*","*","*","*","*","","","","","","","","07/10/20 04:42:54","451813","*","*","*","*","*","*","*","*","*","*","","","Auto","12/09/10 03:24:01","12/09/10 03:24:01","*","*","*","*","A","","*","A","*","A","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Holman Mini Of Mount Laurel","Holman Mini Of Mount Laurel - Darwin","1311 Route 73","Mount Laurel","NJ","08054","USA","8563945575","","30","506369","3421","","","02/01/11 01:24:52","02/01/11 14:33:23","Access Agreement Received","09/16/15","05/12/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","05/13/20 10:03:53","822963","*","*","*","*","*","*","*","*","*","*","","","Auto","01/07/11 03:22:46","01/07/11 03:22:46","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Fort Collins Nissan","Fort Collins Nissan - Darwin","5811 S College Avenue","Fort Collins","CO","80525","USA","9702821400","","14","506895","1560","","","10/25/19 11:25:06","10/25/19 15:22:03","Access Agreement Received","10/25/19","05/14/20 03:52:12","A","","","","*","*","*","*","*","*","","","","","","","","05/14/20 04:52:38","824791","*","*","*","*","*","*","*","*","*","*","","","Auto","09/09/19 14:56:41","09/09/19 14:56:41","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Fort Collins Kia","Fort Collins Kia - Darwin","2489 S College Avenue","Fort Collins","CO","80525","USA","9704800715","","15","507528","1559","","","10/25/19 11:26:52","10/25/19 15:22:03","Access Agreement Received","10/25/19","05/14/20 03:52:12","A","","","","*","*","*","*","*","*","","","","","","","","05/14/20 13:07:36","824788","*","*","*","*","*","*","*","*","*","*","","","Auto","09/10/19 12:24:20","09/10/19 12:24:20","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Matthews Nissan","Matthews Nissan - Darwin","3101 Vestal Pkwy E","Vestal","NY","13850","USA","6075845354","","12","520203","5158","","","05/16/19 09:30:22","05/16/19 15:37:34","Access Agreement Received","07/19/19","05/05/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 04:48:19","648618","*","*","*","*","*","*","*","*","*","*","","","Auto","05/13/19 08:58:35","05/13/19 08:58:35","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Volkswagen Of West Islip","Volkswagen Of West Islip - Darwin","130 W Sunrise Hwy","West Islip","NY","11795","USA","6316503400","","12","521705","6744","","","03/31/11 04:26:02","03/31/11 18:19:49","Access Agreement Received","05/01/14","05/12/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","05/12/20 04:48:14","823047","*","*","*","*","*","*","*","*","*","*","","","Auto","03/08/11 03:24:52","03/08/11 03:24:52","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Audi Monterey Peninsula","Audi Monterey Peninsula - Darwin","3 Heistzinger Plaza","Seaside","CA","93955","USA","8319203705","","22","523596","6653","","","06/08/12 14:11:32","06/12/12 19:42:27","Access Agreement Received","06/12/12","05/07/20 03:44:16","A","","","","*","*","*","*","*","*","","","","","","","","05/07/20 04:42:39","793593","*","*","*","*","*","*","*","*","*","*","","","Auto","03/11/11 03:23:10","03/31/12 03:11:22","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Raceway Chevrolet","Raceway Chevrolet - Darwin","1124 Hellertown Rd","Bethlehem","PA","18015","USA","6108382100","","16","524080","6660","","","05/30/19 16:21:58","06/05/19 15:04:18","Access Agreement Received","06/05/19","04/23/20 03:49:42","A","","","","*","*","*","*","*","*","","","","","","","","04/23/20 04:46:44","634799","*","*","*","*","*","*","*","*","*","*","","","Auto","05/22/19 16:37:24","05/22/19 16:37:24","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Lumberton Honda","Lumberton Honda - Darwin","301 Wintergreen Drive","Lumberton","NC","28358","USA","9107399871","","16","537535","3330","","","01/27/04 01:01:07","01/09/07 11:04:05","Access Agreement Received","09/04/14","04/21/20 03:49:53","A","","","","*","*","*","*","*","*","","","","","","","","04/21/20 09:53:28","632318","*","*","*","*","*","*","*","*","*","*","","","Auto","11/13/03 21:50:52","01/16/04 03:49:03","*","*","*","*","","","*","A","*","A","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Kelly Nissan Of Woburn","Kelly Nissan Of Woburn - Darwin","95 Cedar Street","Stoneham","MA","01801","USA","8448229236","","11","539316","3167","","","10/04/12 00:00:00","08/28/13 09:18:56","Access Agreement Received","08/28/13","05/07/20 03:44:16","A","","","","*","*","*","*","*","*","","","","","","","","05/07/20 04:42:39","792242","*","*","*","*","*","*","*","*","*","*","","","Auto","09/30/12 10:22:12","09/30/12 10:22:12","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
